,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
31,Antoine Wright,added Antoine Wright to BRK,-10176.1,-1.3,2005-06-28 00:00:00,1,BRK,/players/w/wrighan01.html,19.0,draft,-10176.1,-1.3,0.0,0.0,False,-10176.1,-1.3,36006.50000000001,14.5,-38,-35,15,15,-21141.8,-2.4,50.0,53.5
32,Mile Ilić,added Mile Ilić to BRK,-312.0,-0.1,2005-06-28 00:00:00,1,BRK,/players/i/ilicmi01.html,19.0,draft,-312.0,-0.1,0.0,0.0,False,-312.0,-0.1,35694.50000000001,14.4,2,27,43,43,-312.0,-0.1,16.0,41.0
44,Marcus Williams,added Marcus Williams to BRK,-6915.1,-0.7,2006-06-28 00:00:00,1,BRK,/players/w/willima03.html,29.0,draft,-6915.1,-0.7,0.0,0.0,False,-6915.1,-0.7,26689.90000000001,14.600000000000003,-24,-18,22,22,-10213.5,-1.0,40.0,46.0
45,Josh Boone,added Josh Boone to BRK,-8913.0,0.0,2006-06-28 00:00:00,1,BRK,/players/b/boonejo01.html,29.0,draft,-8913.0,0.0,0.0,0.0,False,-8913.0,0.0,17776.90000000001,14.600000000000003,-2,-14,23,23,-8964.0,0.0,37.0,25.5
46,Hassan Adams,added Hassan Adams to BRK,-742.5,0.1,2006-06-28 00:00:00,1,BRK,/players/a/adamsha01.html,29.0,draft,-742.5,0.1,0.0,0.0,False,-742.5,0.1,17034.40000000001,14.700000000000003,28,36,54,54,-1258.1,0.0,18.0,25.5
53,Sean Williams,added Sean Williams to BRK,-6202.800000000001,-0.7,2007-06-28 00:00:00,1,BRK,/players/w/willise01.html,34.0,draft,-6202.800000000001,-0.7,0.0,0.0,False,-6202.800000000001,-0.7,19773.70000000001,16.800000000000004,-21,-11,17,17,-6131.8,-0.6,28.0,38.0
67,Marreese Speights,added Marreese Speights to PHI,-6916.6,-0.2,2008-06-26 00:00:00,1,PHI,/players/s/speigma01.html,43.0,draft,-6916.6,-0.2,0.0,0.0,False,-6916.6,-0.2,3531.300000000012,12.900000000000006,-29,-32,16,16,-23408.000000000004,-0.6,48.0,45.5
79,Jrue Holiday,added Jrue Holiday to PHI,1658.3000000000002,5.300000000000001,2009-06-25 00:00:00,1,PHI,/players/h/holidjr01.html,52.0,draft,1658.3000000000002,5.300000000000001,0.0,0.0,False,1658.3000000000002,5.300000000000001,254.50000000001182,21.800000000000004,13,13,17,17,54555.200000000004,31.1,4.0,4.0
91,Evan Turner,added Evan Turner to PHI,-19432.9,-0.7999999999999999,2010-06-24 00:00:00,1,PHI,/players/t/turneev01.html,58.0,draft,-19432.9,-0.7999999999999999,0.0,0.0,False,-19432.9,-0.7999999999999999,-24494.09999999999,25.200000000000006,-21,-48,2,2,-35982.2,0.5,50.0,23.0
94,Bruce Brown,added Bruce Brown to DET,0.0,0.0,2018-06-21 00:00:00,1,DET,/players/b/brownbr01.html,61.0,draft,-6742.5,-0.2,0.0,0.0,False,0.0,0.0,-26593.69999999999,25.000000000000007,18,-12,42,42,-17034.0,1.5,54.0,24.0
117,Sekou Doumbouya,added Sekou Doumbouya to DET,0.0,0.0,2019-06-20 00:00:00,1,DET,/players/d/doumbse01.html,79.0,draft,-10874.1,-1.9,0.0,0.0,False,0.0,0.0,-44993.099999999984,25.300000000000004,-43,-29,15,15,-10653.5,-1.8,44.0,58.0
