,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Robert Parish,added Robert Parish to GSW,5566.800000000001,5.3999999999999995,1976-06-08 00:00:00,1,GSW,/players/p/parisro01.html,0.0,draft,5566.800000000001,5.3999999999999995,0.0,0.0,False,5566.800000000001,5.3999999999999995,5566.800000000001,5.3999999999999995,6,5,8,8,68556.0,40.7,3.0,2.0
2,Sonny Parker,added Sonny Parker to GSW,19827.600000000002,10.5,1976-06-08 00:00:00,1,GSW,/players/p/parkeso01.html,0.0,draft,19827.600000000002,10.5,0.0,0.0,False,19827.600000000002,10.5,25394.4,15.899999999999999,11,11,17,17,19648.8,10.5,6.0,6.0
3,Marshall Rogers,added Marshall Rogers to GSW,-1214.4,-0.3,1976-06-08 00:00:00,1,GSW,/players/r/rogerma01.html,0.0,draft,-1214.4,-0.3,0.0,0.0,False,-1214.4,-0.3,24180.0,15.599999999999998,-6,8,34,34,-1214.4,-0.3,26.0,40.0
15,Rickey Green,added Rickey Green to GSW,-3184.2,-0.3,1977-06-10 00:00:00,1,GSW,/players/g/greenri01.html,3.0,draft,-3184.2,-0.3,0.0,0.0,False,-3184.2,-0.3,19822.6,14.599999999999998,7,6,16,16,11635.5,15.0,10.0,9.0
16,Wesley Cox,added Wesley Cox to GSW,-4882.5,-0.8999999999999999,1977-06-10 00:00:00,1,GSW,/players/c/coxwe01.html,3.0,draft,-4882.5,-0.8999999999999999,0.0,0.0,False,-4882.5,-0.8999999999999999,14940.099999999999,13.699999999999998,-42,-29,18,18,-4878.0,-0.9,47.0,60.0
21,Ray Epps,added Ray Epps to GSW,-302.40000000000003,0.0,1977-06-10 00:00:00,1,GSW,/players/e/eppsra01.html,3.0,draft,-302.40000000000003,0.0,0.0,0.0,False,-302.40000000000003,0.0,14637.699999999999,13.699999999999998,68,78,104,104,-302.40000000000003,0.0,,
24,Ricky Marsh,added Ricky Marsh to GSW,-2638.1,-0.2,1977-06-10 00:00:00,1,GSW,/players/m/marshri01.html,3.0,draft,-2638.1,-0.2,0.0,0.0,False,-2638.1,-0.2,11999.599999999999,13.499999999999998,115,126,165,165,-2638.1,-0.2,,
30,Purvis Short,added Purvis Short to GSW,6630.6,11.5,1978-06-09 00:00:00,1,GSW,/players/s/shortpu01.html,10.0,draft,6630.6,11.5,0.0,0.0,False,6630.6,11.5,18065.799999999996,25.4,-3,-5,5,5,0.0,12.1,10.0,8.0
31,Raymond Townsend,added Raymond Townsend to GSW,-5791.0,-0.5,1978-06-09 00:00:00,1,GSW,/players/t/townsra01.html,10.0,draft,-5791.0,-0.5,0.0,0.0,False,-5791.0,-0.5,12274.799999999996,24.9,-37,-25,22,22,-6277.5,-0.6,47.0,59.0
32,Wayne Cooper,added Wayne Cooper to GSW,-8936.5,-1.0,1978-06-09 00:00:00,1,GSW,/players/c/coopewa01.html,10.0,draft,-8936.5,-1.0,0.0,0.0,False,-8936.5,-1.0,3338.2999999999956,23.9,-25,-28,40,40,-46630.2,-1.4,68.0,65.0
35,Bubba Wilson,added Bubba Wilson to GSW,-757.9,-0.2,1978-06-09 00:00:00,1,GSW,/players/w/wilsobu01.html,10.0,draft,-757.9,-0.2,0.0,0.0,False,-757.9,-0.2,2580.3999999999955,23.7,53,79,101,101,-757.9,-0.2,,
50,Cheese Johnson,added Cheese Johnson to GSW,-291.5,-0.1,1979-06-25 00:00:00,1,GSW,/players/j/johnsch02.html,17.0,draft,-291.5,-0.1,0.0,0.0,False,-291.5,-0.1,5638.399999999996,25.2,19,34,54,54,-291.5,-0.1,20.0,34.0
67,Joe Barry Carroll,added Joe Barry Carroll to GSW,-2915.8,7.900000000000001,1980-06-10 00:00:00,1,GSW,/players/c/carrojo01.html,23.0,draft,-2915.8,7.900000000000001,0.0,0.0,False,-2915.8,7.900000000000001,-145423.09999999998,-37.2,-6,-46,1,1,-13702.8,8.2,47.0,7.0
