,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
3,Lorenzo Brown,added Lorenzo Brown to MIN,0.0,0.0,2013-06-27 00:00:00,1,MIN,/players/b/brownlo01.html,0.0,draft,-1372.5,-0.1,0.0,0.0,False,0.0,0.0,0.0,0.0,6,24,52,52,-4147.5,-0.5
21,Zach LaVine,added Zach LaVine to MIN,0.0,0.0,2014-06-26 00:00:00,1,MIN,/players/l/lavinza01.html,10.0,draft,-12015.3,-0.09999999999999998,0.0,0.0,False,0.0,0.0,8200.700000000003,10.000000000000002,7,7,13,13,14944.999999999998,14.3
22,Glenn Robinson III,added Glenn Robinson III to MIN,0.0,0.0,2014-06-26 00:00:00,1,MIN,/players/r/robingl02.html,10.0,draft,-583.2,-0.1,0.0,0.0,False,0.0,0.0,8200.700000000003,10.000000000000002,16,-2,40,40,-9008.3,0.4
57,Karl-Anthony Towns,added Karl-Anthony Towns to MIN,0.0,0.0,2015-06-25 00:00:00,1,MIN,/players/t/townska01.html,30.0,draft,87347.29999999999,31.800000000000004,0.0,0.0,False,0.0,0.0,-70996.6,-11.199999999999998,0,0,1,1,96360.00000000001,35.2
