,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Al-Farouq Aminu,added Al-Farouq Aminu to LAC,-4065.6,-0.3,2010-06-24 00:00:00,1,LAC,/players/a/aminual01.html,0.0,draft,-4065.6,-0.3,0.0,0.0,False,-4065.6,-0.3,-4065.6,-0.3,-2,-34,8,8,-10618.8,6.5,-2449.6250000000005,7.1692307692307695
2,Willie Warren,added Willie Warren to LAC,-361.8,0.0,2010-06-24 00:00:00,1,LAC,/players/w/warrewi01.html,0.0,draft,-361.8,0.0,0.0,0.0,False,-361.8,0.0,-4427.4,-0.3,26,37,54,54,-361.8,0.0,-8089.825000000001,-0.25833333333333336
16,Trey Thompkins,added Trey Thompkins to LAC,-678.3000000000001,-0.1,2011-06-23 00:00:00,1,LAC,/players/t/thomptr02.html,10.0,draft,-678.3000000000001,-0.1,0.0,0.0,False,-678.3000000000001,-0.1,-69939.09999999999,-15.999999999999996,0,17,37,37,-678.3000000000001,-0.1,-5676.155555555555,0.9622222222222222
17,Travis Leslie,added Travis Leslie to LAC,-13.5,0.0,2011-06-23 00:00:00,1,LAC,/players/l/leslitr01.html,10.0,draft,-13.5,0.0,0.0,0.0,False,-13.5,0.0,-69952.59999999999,-15.999999999999996,14,32,47,47,-13.5,0.0,-3965.7027777777785,1.725
35,Damian Lillard,added Damian Lillard to POR,86727.6,31.999999999999993,2012-06-28 00:00:00,1,POR,/players/l/lillada01.html,20.0,draft,136722.5,48.699999999999996,0.0,0.0,False,86727.6,31.999999999999993,135907.90000000002,52.8,5,4,6,6,150024.4,54.5,3203.9826923076926,7.598076923076923
36,Meyers Leonard,added Meyers Leonard to POR,-7157.7,0.09999999999999987,2012-06-28 00:00:00,1,POR,/players/l/leoname01.html,20.0,draft,-9101.9,0.7999999999999998,0.0,0.0,False,-7157.7,0.09999999999999987,128750.20000000003,52.9,-8,-32,11,11,-10908.0,1.0,5135.794,8.416
37,Will Barton,added Will Barton to POR,-5605.5,-0.6,2012-06-28 00:00:00,1,POR,/players/b/bartowi01.html,20.0,draft,-5605.5,-0.6,0.0,0.0,False,-5605.5,-0.6,123144.70000000003,52.3,30,5,40,40,-6846.400000000001,6.9,-6900.49761904762,1.3214285714285714
56,CJ McCollum,added CJ McCollum to POR,0.0,0.0,2013-06-27 00:00:00,1,POR,/players/m/mccolcj01.html,31.0,draft,20531.100000000002,14.2,0.0,0.0,False,0.0,0.0,110217.00000000004,48.89999999999999,7,7,10,10,30316.8,20.5,3127.3153846153846,8.221153846153847
91,Rondae Hollis-Jefferson,added Rondae Hollis-Jefferson to POR,10.700000000000001,0.1,2015-06-25 00:00:00,1,POR,/players/h/holliro01.html,46.0,draft,10.700000000000001,0.1,0.0,0.0,False,10.700000000000001,0.1,109940.30000000005,46.599999999999994,1,-5,23,23,-4731.299999999999,2.3,-6142.385714285715,3.489795918367347
133,Harry Giles,added Harry Giles to POR,-1009.1999999999999,-0.1,2017-06-22 00:00:00,1,POR,/players/g/gilesha01.html,73.0,draft,-1009.1999999999999,-0.1,0.0,0.0,False,-1009.1999999999999,-0.1,92246.40000000007,57.699999999999996,-17,-18,20,20,-4837.5,-0.2,-4239.598039215686,3.2019607843137257
134,Caleb Swanigan,added Caleb Swanigan to POR,0.0,0.0,2017-06-22 00:00:00,1,POR,/players/s/swanica01.html,73.0,draft,-3686.0,-0.6000000000000001,0.0,0.0,False,0.0,0.0,92246.40000000007,57.699999999999996,-20,-8,26,26,-4061.0,-0.7,-2125.2829787234045,2.621276595744681
154,Anfernee Simons,added Anfernee Simons to POR,0.0,0.0,2018-06-21 00:00:00,1,POR,/players/s/simonan01.html,89.0,draft,-11849.400000000001,2.2,0.0,0.0,False,0.0,0.0,97054.6000000001,56.8,2,-22,24,24,-12504.0,2.2,1395.5882352941176,5.219607843137255
174,Nassir Little,added Nassir Little to POR,0.0,0.0,2019-06-20 00:00:00,1,POR,/players/l/littlna01.html,102.0,draft,-8184.7,-0.4,0.0,0.0,False,0.0,0.0,90873.30000000009,66.4,-20,-18,25,25,-9711.0,-0.5,-457.34705882352927,3.282352941176471
202,CJ Elleby,added CJ Elleby to POR,0.0,0.0,2020-11-18 00:00:00,1,POR,/players/e/ellebcj01.html,120.0,draft,-7163.0,-1.1,0.0,0.0,False,0.0,0.0,136036.10000000012,88.2,-7,6,46,46,-7103.2,-1.1,85.19142857142847,3.0742857142857143
