,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
1,Rafael Araújo,added Rafael Araújo to TOR,-10074.1,-1.9,2004-06-24 00:00:00,1,TOR,/players/a/araujra01.html,0.0,draft,-10074.1,-1.9,0.0,0.0,False,-10074.1,-1.9,-10074.1,-1.9,-36,-30,8,8,-11412.0,-2.1
15,Charlie Villanueva,added Charlie Villanueva to TOR,-2124.9,0.6,2005-06-28 00:00:00,1,TOR,/players/v/villach01.html,6.0,draft,-2124.9,0.6,0.0,0.0,False,-2124.9,0.6,-80225.59999999999,-22.599999999999994,-13,-30,7,7,-8146.799999999999,4.7
16,Joey Graham,added Joey Graham to TOR,-16058.9,-1.7000000000000002,2005-06-28 00:00:00,1,TOR,/players/g/grahajo01.html,6.0,draft,-16058.9,-1.7000000000000002,0.0,0.0,False,-16058.9,-1.7000000000000002,-96284.49999999999,-24.299999999999994,-37,-37,16,16,-22021.2,-2.4
17,Roko Ukić,added Roko Ukić to TOR,-4093.9999999999995,-0.6,2005-06-28 00:00:00,1,TOR,/players/u/ukicro01.html,6.0,draft,-4093.9999999999995,-0.6,0.0,0.0,False,-4093.9999999999995,-0.6,-100378.49999999999,-24.899999999999995,-6,12,41,41,-4244.099999999999,-0.6
18,Uroš Slokar,added Uroš Slokar to TOR,-403.2,-0.1,2005-06-28 00:00:00,1,TOR,/players/s/slokaur01.html,6.0,draft,-403.2,-0.1,0.0,0.0,False,-403.2,-0.1,-100781.69999999998,-24.999999999999996,17,40,58,58,-403.2,-0.1
