,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Stromile Swift,added Stromile Swift to MEM,-8010.6,1.8000000000000003,2000-06-28 00:00:00,1,MEM,/players/s/swiftst01.html,0.0,draft,-8010.6,1.8000000000000003,0.0,0.0,False,-8010.6,1.8000000000000003,-8010.6,1.8000000000000003,-12,-46,2,2,-17286.4,1.1,24025.5,19.8
18,Shane Battier,added Shane Battier to MEM,25455.7,13.100000000000001,2001-06-27 00:00:00,1,MEM,/players/b/battish01.html,10.0,draft,25455.7,13.100000000000001,0.0,0.0,False,25455.7,13.100000000000001,27340.500000000004,15.000000000000002,3,4,6,6,51006.799999999996,28.2,35089.2,23.5
19,Jamaal Tinsley,added Jamaal Tinsley to MEM,-2532.7,-0.3,2001-06-27 00:00:00,1,MEM,/players/t/tinslja01.html,10.0,draft,-2532.7,-0.3,0.0,0.0,False,-2532.7,-0.3,24807.800000000003,14.700000000000001,13,10,27,27,0.0,7.1,-1088.0,0.0
20,Will Solomon,added Will Solomon to MEM,-3836.8,-0.5,2001-06-27 00:00:00,1,MEM,/players/s/solomwi01.html,10.0,draft,-3836.8,-0.5,0.0,0.0,False,-3836.8,-0.5,20971.000000000004,14.200000000000001,-12,-7,33,33,-5227.2,-0.5,-2128.5,-0.1
21,Antonis Fotsis,added Antonis Fotsis to MEM,-1088.0,-0.1,2001-06-27 00:00:00,1,MEM,/players/f/fotsian01.html,10.0,draft,-1088.0,-0.1,0.0,0.0,False,-1088.0,-0.1,19883.000000000004,14.100000000000001,13,21,48,48,-1088.0,-0.1,-15965.699999999999,-0.6
38,Boris Diaw,added Boris Diaw to ATL,-8617.2,-0.6000000000000001,2003-06-26 00:00:00,1,ATL,/players/d/diawbo01.html,19.0,draft,-8617.2,-0.6000000000000001,0.0,0.0,False,-8617.2,-0.6000000000000001,-139.89999999999418,17.8,14,11,21,21,2876.8,15.5,0.0,2.5
39,Travis Hansen,added Travis Hansen to ATL,-3143.4,-0.5,2003-06-26 00:00:00,1,ATL,/players/h/hansetr01.html,19.0,draft,-3143.4,-0.5,0.0,0.0,False,-3143.4,-0.5,-3283.2999999999943,17.3,-10,5,37,37,-3143.4,-0.5,-5544.0,0.0
66,Josh Childress,added Josh Childress to ATL,9262.0,6.8,2004-06-24 00:00:00,1,ATL,/players/c/childjo01.html,32.0,draft,9262.0,6.8,0.0,0.0,False,9262.0,6.8,-44719.09999999999,3.6999999999999953,-10,-5,6,6,8345.6,7.4,21559.0,21.3
67,Josh Smith,added Josh Smith to ATL,53499.1,25.0,2004-06-24 00:00:00,1,ATL,/players/s/smithjo03.html,32.0,draft,53499.1,25.0,0.0,0.0,False,53499.1,25.0,8780.000000000007,28.699999999999996,14,14,17,17,49300.0,27.2,0.0,6.8
68,Donta Smith,added Donta Smith to ATL,-1756.8,-0.2,2004-06-24 00:00:00,1,ATL,/players/s/smithdo04.html,32.0,draft,-1756.8,-0.2,0.0,0.0,False,-1756.8,-0.2,7023.200000000007,28.499999999999996,-9,1,34,34,-1792.0,-0.2,-1817.8999999999999,0.0
69,Royal Ivey,added Royal Ivey to ATL,-10996.5,-1.4999999999999998,2004-06-24 00:00:00,1,ATL,/players/i/iveyro01.html,32.0,draft,-10996.5,-1.4999999999999998,0.0,0.0,False,-10996.5,-1.4999999999999998,-3973.299999999993,26.999999999999996,-21,-20,37,37,-23415.6,-2.7,-2678.8,0.0
97,Marvin Williams,added Marvin Williams to ATL,-16312.7,3.4000000000000004,2005-06-28 00:00:00,1,ATL,/players/w/willima02.html,48.0,draft,-16312.7,3.4000000000000004,0.0,0.0,False,-16312.7,3.4000000000000004,-109757.2,2.299999999999997,-7,-46,2,2,-12063.6,12.3,54843.5,28.3
98,Salim Stoudamire,added Salim Stoudamire to ATL,-7702.4,-0.6,2005-06-28 00:00:00,1,ATL,/players/s/stoudsa01.html,48.0,draft,-7702.4,-0.6,0.0,0.0,False,-7702.4,-0.6,-117459.59999999999,1.699999999999997,-21,-9,31,31,-7748.8,-0.6,-2185.0,0.1
109,Shelden Williams,added Shelden Williams to ATL,-6445.2,-0.7,2006-06-28 00:00:00,1,ATL,/players/w/willish02.html,55.0,draft,-6445.2,-0.7,0.0,0.0,False,-6445.2,-0.7,-122604.7,11.999999999999996,-50,-51,5,5,-16758.0,-1.5,34285.2,22.4
110,Solomon Jones,added Solomon Jones to ATL,-5163.1,-0.5,2006-06-28 00:00:00,1,ATL,/players/j/jonesso01.html,55.0,draft,-5163.1,-0.5,0.0,0.0,False,-5163.1,-0.5,-127767.8,11.499999999999996,-23,-20,33,33,-12368.0,-1.6,-2948.4,0.0
126,Al Horford,added Al Horford to ATL,44820.5,21.299999999999997,2007-06-28 00:00:00,1,ATL,/players/h/horfoal01.html,68.0,draft,44820.5,21.299999999999997,0.0,0.0,False,44820.5,21.299999999999997,-98916.6,30.499999999999993,1,1,3,3,104162.2,44.2,89028.90000000001,40.7
127,Acie Law,added Acie Law to ATL,-6122.0,-0.7999999999999999,2007-06-28 00:00:00,1,ATL,/players/l/lawac01.html,68.0,draft,-6122.0,-0.7999999999999999,0.0,0.0,False,-6122.0,-0.7999999999999999,-105038.6,29.699999999999992,-43,-32,11,11,-9301.5,-1.1,2481.2999999999997,5.2
