,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,D.J. Wilson,added D.J. Wilson to MIL,0.0,0.0,2017-06-22 00:00:00,1,MIL,/players/w/wilsodj01.html,0.0,draft,-4069.9,-0.30000000000000004,0.0,0.0,False,0.0,0.0,0.0,0.0,-20,-18,17,17,-4363.2,-0.2,35.0,37.0
32,Donte DiVincenzo,added Donte DiVincenzo to MIL,0.0,0.0,2018-06-21 00:00:00,1,MIL,/players/d/divindo01.html,29.0,draft,-440.9000000000001,1.9999999999999998,0.0,0.0,False,0.0,0.0,-9867.499999999998,2.3999999999999995,8,9,17,17,11556.6,8.2,8.0,9.0
68,Kevin Porter Jr.,added Kevin Porter Jr. to MIL,870.4000000000001,0.5,2019-06-20 00:00:00,1,MIL,/players/p/porteke02.html,53.0,draft,870.4000000000001,0.5,0.0,0.0,False,870.4000000000001,0.5,14311.300000000003,15.4,10,-15,30,30,-10996.5,0.9,45.0,20.0
89,Jordan Nwora,added Jordan Nwora to MIL,0.0,0.0,2020-11-18 00:00:00,1,MIL,/players/n/nworajo01.html,69.0,draft,-6592.7,-0.5,0.0,0.0,False,0.0,0.0,23328.900000000005,25.3,-6,2,45,45,-9405.199999999999,-0.7,43.0,51.0
165,MarJon Beauchamp,added MarJon Beauchamp to MIL,0.0,0.0,2022-06-23 00:00:00,1,MIL,/players/b/beaucma01.html,123.0,draft,-6115.599999999999,-0.7999999999999999,0.0,0.0,False,0.0,0.0,37869.299999999996,39.6,-16,-10,24,24,-6132.0,-0.8,34.0,40.5
192,Chris Livingston,added Chris Livingston to MIL,0.0,0.0,2023-06-22 00:00:00,1,MIL,/players/l/livinch01.html,146.0,draft,-1295.1,-0.2,0.0,0.0,False,0.0,0.0,25773.699999999997,42.099999999999994,26,36,58,58,-1299.6,-0.2,22.0,31.5
217,AJ Johnson,added AJ Johnson to MIL,0.0,0.0,2024-06-26 00:00:00,1,MIL,/players/j/johnsaj01.html,170.0,draft,-224.39999999999998,0.0,0.0,0.0,False,0.0,0.0,22331.399999999998,49.89999999999998,-21,-13,23,23,-3273.6,-0.6,36.0,44.0
218,Tyler Smith,added Tyler Smith to MIL,0.0,0.0,2024-06-26 00:00:00,1,MIL,/players/s/smithty02.html,170.0,draft,-193.20000000000002,0.0,0.0,0.0,False,0.0,0.0,22331.399999999998,49.89999999999998,17,23,33,33,-193.20000000000002,0.0,10.0,15.5
219,AJ Johnson,added AJ Johnson to MIL,0.0,0.0,2024-06-26 00:00:00,1,MIL,/players/j/johnsaj01.html,171.0,draft,-224.39999999999998,0.0,0.0,0.0,True,0.0,0.0,22331.399999999998,49.89999999999998,-21,-13,23,23,-3273.6,-0.6,36.0,44.0
220,Tyler Smith,added Tyler Smith to MIL,0.0,0.0,2024-06-26 00:00:00,1,MIL,/players/s/smithty02.html,171.0,draft,-193.20000000000002,0.0,0.0,0.0,True,0.0,0.0,22331.399999999998,49.89999999999998,17,23,33,33,-193.20000000000002,0.0,10.0,15.5
