,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
1,Jonathan Isaac,added Jonathan Isaac to ORL,0.0,0.0,2017-06-22 00:00:00,1,ORL,/players/i/isaacjo01.html,0.0,draft,5200.4,4.3,0.0,0.0,False,0.0,0.0,0.0,0.0,-10,-7,6,6,5591.0,4.2
3,Wesley Iwundu,added Wesley Iwundu to ORL,0.0,0.0,2017-06-22 00:00:00,1,ORL,/players/i/iwundwe01.html,0.0,draft,-10809.400000000001,-1.2,0.0,0.0,False,0.0,0.0,0.0,0.0,-18,-16,33,33,-14925.3,-1.8
28,Mohamed Bamba,added Mohamed Bamba to ORL,0.0,0.0,2018-06-21 00:00:00,1,ORL,/players/b/bambamo01.html,22.0,draft,1513.4,2.8000000000000003,0.0,0.0,False,0.0,0.0,-20748.1,1.7999999999999998,-13,-10,6,6,0.0,3.1
29,Melvin Frazier,added Melvin Frazier to ORL,0.0,0.0,2018-06-21 00:00:00,1,ORL,/players/f/frazime01.html,22.0,draft,-927.8,-0.1,0.0,0.0,False,0.0,0.0,-20748.1,1.7999999999999998,-14,4,35,35,-2900.0,-0.6
57,Chuma Okeke,added Chuma Okeke to ORL,0.0,0.0,2019-06-20 00:00:00,1,ORL,/players/o/okekech01.html,37.0,draft,-4172.0,0.8,0.0,0.0,False,0.0,0.0,-23740.899999999998,2.220446049250313e-16,-3,-14,16,16,-4003.0,1.0
79,Cole Anthony,added Cole Anthony to ORL,0.0,0.0,2020-11-18 00:00:00,1,ORL,/players/a/anthoco01.html,56.0,draft,-4232.199999999999,3.0,0.0,0.0,False,0.0,0.0,-28117.5,4.9,3,-21,15,15,-4722.0,2.8
112,Jalen Suggs,added Jalen Suggs to ORL,0.0,0.0,2021-07-29 00:00:00,1,ORL,/players/s/suggsja01.html,79.0,draft,-6139.400000000001,1.2000000000000002,0.0,0.0,False,0.0,0.0,-93384.99999999999,-8.7,-10,-36,5,5,-6138.000000000001,1.2
113,Franz Wagner,added Franz Wagner to ORL,0.0,0.0,2021-07-29 00:00:00,1,ORL,/players/w/wagnefr01.html,79.0,draft,7114.5,6.6,0.0,0.0,False,0.0,0.0,-93384.99999999999,-8.7,3,2,8,8,6533.099999999999,6.4
142,Paolo Banchero,added Paolo Banchero to ORL,0.0,0.0,2022-06-23 00:00:00,1,ORL,/players/b/banchpa01.html,106.0,draft,5530.700000000001,4.8,0.0,0.0,False,0.0,0.0,-103311.1,-1.2999999999999996,-2,-3,1,1,5395.200000000001,4.8
143,Caleb Houstan,added Caleb Houstan to ORL,0.0,0.0,2022-06-23 00:00:00,1,ORL,/players/h/houstca01.html,106.0,draft,-6459.4,-0.5,0.0,0.0,False,0.0,0.0,-103311.1,-1.2999999999999996,-4,-3,32,32,-6693.2,-0.5
163,Anthony Black,added Anthony Black to ORL,0.0,0.0,2023-06-22 00:00:00,1,ORL,/players/b/blackan01.html,125.0,draft,-7130.0,-0.3,0.0,0.0,False,0.0,0.0,-98087.7,5.5,-29,-40,6,6,-7029.599999999999,-0.3
164,Jett Howard,added Jett Howard to ORL,0.0,0.0,2023-06-22 00:00:00,1,ORL,/players/h/howarje01.html,125.0,draft,-2991.6,-0.4,0.0,0.0,False,0.0,0.0,-98087.7,5.5,-29,-22,11,11,-2940.0,-0.4
173,Tristan da Silva,added Tristan da Silva to ORL,0.0,0.0,2024-06-26 00:00:00,1,ORL,/players/d/dasiltr01.html,133.0,draft,-4050.8,-0.2,0.0,0.0,False,0.0,0.0,-101878.8,7.0,-19,-22,18,18,-4174.200000000001,-0.3
175,Tristan da Silva,added Tristan da Silva to ORL,0.0,0.0,2024-06-26 00:00:00,1,ORL,/players/d/dasiltr01.html,134.0,draft,-4050.8,-0.2,0.0,0.0,True,0.0,0.0,-101878.8,7.0,-19,-22,18,18,-4174.200000000001,-0.3
