,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Kevin Durant,added Kevin Durant to OKC,160728.9,51.5,2007-06-28 00:00:00,1,OKC,/players/d/duranke01.html,0.0,draft,160728.9,51.5,0.0,0.0,False,160728.9,51.5,160728.9,51.5,1,1,2,2,263916.8,87.6,104162.2,44.2
30,Russell Westbrook,added Russell Westbrook to OKC,12665.0,7.399999999999999,2008-06-26 00:00:00,1,OKC,/players/w/westbru01.html,10.0,draft,143245.0,50.4,0.0,0.0,False,12665.0,7.399999999999999,116175.89999999998,28.500000000000004,3,3,4,4,148222.80000000002,58.4,43578.6,27.8
31,Serge Ibaka,added Serge Ibaka to OKC,11910.699999999999,10.6,2008-06-26 00:00:00,1,OKC,/players/i/ibakase01.html,10.0,draft,11910.699999999999,10.6,0.0,0.0,False,11910.699999999999,10.6,128086.59999999998,39.1,14,13,24,24,12563.5,15.7,-202.0,1.1
57,James Harden,added James Harden to OKC,13395.899999999998,6.4,2009-06-25 00:00:00,1,OKC,/players/h/hardeja01.html,22.0,draft,13395.899999999998,6.4,0.0,0.0,False,13395.899999999998,6.4,146748.59999999995,45.10000000000001,2,2,3,3,252075.6,84.2,80467.2,32.8
107,Reggie Jackson,added Reggie Jackson to OKC,-498.0000000000002,2.4,2011-06-23 00:00:00,1,OKC,/players/j/jacksre01.html,45.0,draft,-498.0000000000002,2.4,0.0,0.0,False,-498.0000000000002,2.4,130119.49999999996,40.50000000000001,11,-22,24,24,-13115.4,7.5,-355.20000000000005,1.0
116,Perry Jones,added Perry Jones to OKC,-5890.0,-0.7000000000000001,2012-06-28 00:00:00,1,OKC,/players/j/jonespe01.html,50.0,draft,-5890.0,-0.7000000000000001,0.0,0.0,False,-5890.0,-0.7000000000000001,204426.69999999998,64.1,-21,-9,28,28,-5862.5,-0.6,-2668.7999999999997,0.0
137,Steven Adams,added Steven Adams to OKC,0.0,0.0,2013-06-27 00:00:00,1,OKC,/players/a/adamsst01.html,61.0,draft,5532.9,8.6,0.0,0.0,False,0.0,0.0,18751.09999999997,9.099999999999993,5,4,12,12,9869.0,12.5,1036.0,4.5
139,Álex Abrines,added Álex Abrines to OKC,0.0,0.0,2013-06-27 00:00:00,1,OKC,/players/a/abrinal01.html,61.0,draft,-5329.4,0.0,0.0,0.0,False,0.0,0.0,18751.09999999997,9.099999999999993,6,-6,32,32,-5276.3,0.1,-1808.0,0.0
157,Mitch McGary,added Mitch McGary to OKC,0.0,0.0,2014-06-26 00:00:00,1,OKC,/players/m/mcgarmi01.html,76.0,draft,-1447.1,-0.1,0.0,0.0,False,0.0,0.0,13423.499999999973,11.299999999999992,-15,-2,21,21,-1448.2,-0.1,-873.5999999999999,2.5
158,Josh Huestis,added Josh Huestis to OKC,0.0,0.0,2014-06-26 00:00:00,1,OKC,/players/h/huestjo01.html,76.0,draft,-3710.9999999999995,-0.4,0.0,0.0,False,0.0,0.0,13423.499999999973,11.299999999999992,-17,-4,29,29,-3738.0,-0.4,-2513.5,0.0
