,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
29,Dexter Pittman,added Dexter Pittman to MIA,-2138.5,-0.3,2010-06-24 00:00:00,1,MIA,/players/p/pittmde01.html,16.0,draft,-2138.5,-0.3,0.0,0.0,False,-2138.5,-0.3,-7398.200000000001,0.2999999999999999,-13,0,32,32,-2671.9,-0.5,32.0,45.5
30,Jarvis Varnado,added Jarvis Varnado to MIA,0.0,0.0,2010-06-24 00:00:00,1,MIA,/players/v/varnaja01.html,16.0,draft,-540.0,-0.1,0.0,0.0,False,0.0,0.0,-7398.200000000001,0.2999999999999999,8,17,41,41,-1310.1,-0.1,24.0,32.5
136,Justise Winslow,added Justise Winslow to MIA,0.0,0.0,2015-06-25 00:00:00,1,MIA,/players/w/winslju01.html,90.0,draft,-12468.800000000001,0.4,0.0,0.0,False,0.0,0.0,148572.9000000001,70.8,-24,-30,10,10,-18702.600000000002,-0.3,40.0,34.0
137,Josh Richardson,added Josh Richardson to MIA,0.0,0.0,2015-06-25 00:00:00,1,MIA,/players/r/richajo01.html,90.0,draft,-2013.1000000000004,4.2,0.0,0.0,False,0.0,0.0,148572.9000000001,70.8,26,5,40,40,-9489.0,5.5,35.0,14.0
187,Bam Adebayo,added Bam Adebayo to MIA,0.0,0.0,2017-06-22 00:00:00,1,MIA,/players/a/adebaba01.html,131.0,draft,43018.7,19.6,0.0,0.0,False,0.0,0.0,144805.9000000001,89.10000000000002,11,11,14,14,43242.5,19.7,3.0,3.0
228,Tyler Herro,added Tyler Herro to MIA,0.0,0.0,2019-06-20 00:00:00,1,MIA,/players/h/herroty01.html,167.0,draft,7607.2,7.9,0.0,0.0,False,0.0,0.0,178436.3000000001,123.20000000000003,9,6,13,13,7023.599999999999,7.9,7.0,4.0
253,Precious Achiuwa,added Precious Achiuwa to MIA,0.0,0.0,2020-11-18 00:00:00,1,MIA,/players/a/achiupr01.html,181.0,draft,-3021.7,-0.4,0.0,0.0,False,0.0,0.0,246289.30000000008,151.70000000000005,-23,-32,20,20,-14508.4,-0.4,52.0,43.5
306,Nikola Jovic,added Nikola Jovic to MIA,0.0,0.0,2022-06-23 00:00:00,1,MIA,/players/j/jovicni01.html,226.0,draft,-78.0,1.1,0.0,0.0,False,0.0,0.0,222142.5,158.8000000000001,15,16,27,27,0.0,1.1,11.0,12.0
326,Jaime Jaquez Jr.,added Jaime Jaquez Jr. to MIA,0.0,0.0,2023-06-22 00:00:00,1,MIA,/players/j/jaqueja01.html,246.0,draft,-5722.9,0.30000000000000004,0.0,0.0,False,0.0,0.0,210083.19999999998,160.4000000000001,7,-24,18,18,-5825.9,0.3,42.0,11.0
345,Kel'el Ware,added Kel'el Ware to MIA,0.0,0.0,2024-06-26 00:00:00,1,MIA,/players/w/wareke01.html,264.0,draft,-137.6,0.6,0.0,0.0,False,0.0,0.0,196732.59999999998,160.4000000000001,13,8,15,15,-135.1,0.6,7.0,1.5
347,Kel'el Ware,added Kel'el Ware to MIA,0.0,0.0,2024-06-26 00:00:00,1,MIA,/players/w/wareke01.html,265.0,draft,-137.6,0.6,0.0,0.0,True,0.0,0.0,196732.59999999998,160.4000000000001,13,8,15,15,-135.1,0.6,7.0,1.5
