,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
2,Killian Hayes,added Killian Hayes to DET,0.0,0.0,2020-11-18 00:00:00,1,DET,/players/h/hayeski01.html,1.0,draft,-21495.300000000003,-2.7,0.0,0.0,False,0.0,0.0,0.0,0.0,-51,-51,7,7,-21435.8,-2.6
50,Cade Cunningham,added Cade Cunningham to DET,0.0,0.0,2021-07-29 00:00:00,1,DET,/players/c/cunnica01.html,26.0,draft,5576.6,4.9,0.0,0.0,False,0.0,0.0,-48565.2,-3.6000000000000005,-6,-6,1,1,5555.200000000001,4.9
52,Isaiah Livers,added Isaiah Livers to DET,0.0,0.0,2021-07-29 00:00:00,1,DET,/players/l/liveris01.html,26.0,draft,-6500.6,-0.6,0.0,0.0,False,0.0,0.0,-48565.2,-3.6000000000000005,-2,-1,42,42,-6563.200000000001,-0.6
53,Luka Garza,added Luka Garza to DET,0.0,0.0,2021-07-29 00:00:00,1,DET,/players/g/garzalu01.html,26.0,draft,-972.5,-0.1,0.0,0.0,False,0.0,0.0,-48565.2,-3.6000000000000005,17,26,52,52,-1746.0,0.0
98,Jaden Ivey,added Jaden Ivey to DET,0.0,0.0,2022-06-23 00:00:00,1,DET,/players/i/iveyja01.html,61.0,draft,-14565.699999999999,-0.8999999999999998,0.0,0.0,False,0.0,0.0,-58016.6,-0.3000000000000001,-37,-44,5,5,-14631.300000000001,-0.9
132,Ausar Thompson,added Ausar Thompson to DET,0.0,0.0,2023-06-22 00:00:00,1,DET,/players/t/thompau01.html,84.0,draft,-922.6000000000004,1.2,0.0,0.0,False,0.0,0.0,-81025.90000000001,-0.8,-2,-15,5,5,-1145.2,1.2
