,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
6,Brandon Hunter,added Brandon Hunter to BOS,-974.4,0.0,2003-06-26 00:00:00,1,BOS,/players/h/huntebr01.html,1.0,draft,-974.4,0.0,0.0,0.0,False,-974.4,0.0,1698.0,-0.7,10,25,56,56,-2331.0,-0.3,-36256.3,-2.7
35,Al Jefferson,added Al Jefferson to BOS,-3024.2,1.5,2004-06-24 00:00:00,1,BOS,/players/j/jeffeal01.html,10.0,draft,-3024.2,1.5,0.0,0.0,False,-3024.2,1.5,-1684.1999999999998,10.6,9,11,15,15,31558.8,21.3,0.0,8.7
36,Delonte West,added Delonte West to BOS,6195.8,4.300000000000001,2004-06-24 00:00:00,1,BOS,/players/w/westde01.html,10.0,draft,6195.8,4.300000000000001,0.0,0.0,False,6195.8,4.300000000000001,4511.6,14.9,9,14,24,24,10657.800000000001,8.7,0.0,0.7
37,Tony Allen,added Tony Allen to BOS,-2327.7999999999997,2.5,2004-06-24 00:00:00,1,BOS,/players/a/allento01.html,10.0,draft,-2327.7999999999997,2.5,0.0,0.0,False,-2327.7999999999997,2.5,2183.8000000000006,17.4,14,13,25,25,5416.5,10.4,0.0,0.0
38,Justin Reed,added Justin Reed to BOS,-2640.6,-0.5,2004-06-24 00:00:00,1,BOS,/players/r/reedju01.html,10.0,draft,-2640.6,-0.5,0.0,0.0,False,-2640.6,-0.5,-456.7999999999993,16.9,-15,-9,40,40,-8472.4,-1.4,-3818.0,0.0
57,Gerald Green,added Gerald Green to BOS,-7373.0,-0.4,2005-06-28 00:00:00,1,BOS,/players/g/greenge01.html,18.0,draft,-7373.0,-0.4,0.0,0.0,False,-7373.0,-0.4,54883.700000000004,38.8,-7,-32,18,18,-16933.8,2.4,0.0,5.7
58,Ryan Gomes,added Ryan Gomes to BOS,-4836.2,0.6,2005-06-28 00:00:00,1,BOS,/players/g/gomesry01.html,18.0,draft,-4836.2,0.6,0.0,0.0,False,-4836.2,0.6,50047.50000000001,39.4,24,-6,50,50,-21540.800000000003,1.4,-16933.8,-0.3
59,Orien Greene,added Orien Greene to BOS,-5434.0,-0.8,2005-06-28 00:00:00,1,BOS,/players/g/greenor01.html,18.0,draft,-5434.0,-0.8,0.0,0.0,False,-5434.0,-0.8,44613.50000000001,38.6,-3,14,53,53,-7152.999999999999,-1.0,-20185.6,-0.6
96,Jeff Green,added Jeff Green to BOS,-6513.8,1.8,2007-06-28 00:00:00,1,BOS,/players/g/greenje02.html,31.0,draft,-6513.8,1.8,0.0,0.0,False,-6513.8,1.8,92798.9,54.800000000000004,-10,-55,5,5,-46559.799999999996,4.6,46615.0,20.9
97,Gabe Pruitt,added Gabe Pruitt to BOS,-1261.2,-0.1,2007-06-28 00:00:00,1,BOS,/players/p/pruitga01.html,31.0,draft,-1261.2,-0.1,0.0,0.0,False,-1261.2,-0.1,91537.7,54.7,-9,1,32,32,-1290.8,-0.1,-1333.2,0.0
