,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp
2,Jared Dudley,added Jared Dudley to CHA,-1139.6,0.6000000000000001,2007-06-28 00:00:00,1,CHA,/players/d/dudleja01.html,0.0,draft,-1139.6,0.6000000000000001,0.0,0.0,False,-1139.6,0.6000000000000001,-1139.6,0.6000000000000001,15,12,22,22,4023.4,11.0
13,D.J. Augustin,added D.J. Augustin to CHA,-3146.3,3.0,2008-06-26 00:00:00,1,CHA,/players/a/augusdj01.html,6.0,draft,-3146.3,3.0,0.0,0.0,False,-3146.3,3.0,-4993.700000000001,6.300000000000001,-5,-31,9,9,-15995.699999999999,7.6
14,Alexis Ajinça,added Alexis Ajinça to CHA,-1524.0,-0.3,2008-06-26 00:00:00,1,CHA,/players/a/ajincal01.html,6.0,draft,-1524.0,-0.3,0.0,0.0,False,-1524.0,-0.3,-6517.700000000001,6.000000000000001,-27,-13,20,20,-10934.0,-0.8
38,Gerald Henderson,added Gerald Henderson to CHA,-14858.8,0.6000000000000001,2009-06-25 00:00:00,1,CHA,/players/h/hendege02.html,19.0,draft,-14858.8,0.6000000000000001,0.0,0.0,False,-14858.8,0.6000000000000001,-39792.8,-1.3999999999999988,-18,-37,12,12,-24937.2,0.6
39,Derrick Brown,added Derrick Brown to CHA,-3266.3,0.4,2009-06-25 00:00:00,1,CHA,/players/b/brownde04.html,19.0,draft,-3266.3,0.4,0.0,0.0,False,-3266.3,0.4,-43059.100000000006,-0.9999999999999988,8,17,40,40,-3320.2000000000003,0.4
