,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Kevin Garnett,added Kevin Garnett to MIN,224076.39999999997,74.9,1995-06-28 00:00:00,1,MIN,/players/g/garneke01.html,0.0,draft,224076.39999999997,74.9,0.0,0.0,False,224076.39999999997,74.9,224076.39999999997,74.9,4,4,5,5,282340.8,96.9,11973.6,17.4
2,Mark Davis,added Mark Davis to MIN,-1827.2,-0.2,1995-06-28 00:00:00,1,MIN,/players/d/davisma02.html,0.0,draft,-1827.2,-0.2,0.0,0.0,False,-1827.2,-0.2,222249.19999999995,74.7,5,6,48,48,-8834.4,-0.4,-14716.800000000001,-0.7
3,Jerome Allen,added Jerome Allen to MIN,-1665.1999999999998,-0.2,1995-06-28 00:00:00,1,MIN,/players/a/allenje01.html,0.0,draft,-1665.1999999999998,-0.2,0.0,0.0,False,-1665.1999999999998,-0.2,220583.99999999994,74.5,6,15,49,49,-4176.0,-0.4,-17901.6,-0.7
33,Paul Grant,added Paul Grant to MIN,-237.6,-0.1,1997-06-25 00:00:00,1,MIN,/players/g/grantpa01.html,22.0,draft,-237.6,-0.1,0.0,0.0,False,-237.6,-0.1,122496.2999999999,50.8,-18,-6,20,20,-965.6999999999999,-0.2,-103.0,0.1
43,Rasho Nesterović,added Rasho Nesterović to MIN,-13090.6,0.5,1998-06-24 00:00:00,1,MIN,/players/n/nestera01.html,29.0,draft,-13090.6,0.5,0.0,0.0,False,-13090.6,0.5,98416.89999999989,54.59999999999999,1,-31,17,17,-16184.7,5.0,-381.1,3.7
44,Andrae Patterson,added Andrae Patterson to MIN,-577.6,0.0,1998-06-24 00:00:00,1,MIN,/players/p/pattean01.html,29.0,draft,-577.6,0.0,0.0,0.0,False,-577.6,0.0,97839.29999999989,54.59999999999999,16,26,46,46,-577.6,0.0,-12295.8,-0.9
68,Wally Szczerbiak,added Wally Szczerbiak to MIN,14230.800000000001,11.0,1999-06-30 00:00:00,1,MIN,/players/s/szczewa02.html,43.0,draft,14230.800000000001,11.0,0.0,0.0,False,14230.800000000001,11.0,107586.29999999992,62.69999999999999,-6,-5,6,6,14036.4,13.6,63051.0,33.4
69,William Avery,added William Avery to MIN,-6804.4,-1.1,1999-06-30 00:00:00,1,MIN,/players/a/averywi01.html,43.0,draft,-6804.4,-1.1,0.0,0.0,False,-6804.4,-1.1,100781.89999999992,61.59999999999999,-38,-30,14,14,-6748.0,-1.1,1031.7,13.2
73,Igor Rakočević,added Igor Rakočević to MIN,-1195.6000000000001,-0.2,2000-06-28 00:00:00,1,MIN,/players/r/rakocig01.html,46.0,draft,-1195.6000000000001,-0.2,0.0,0.0,False,-1195.6000000000001,-0.2,98861.79999999992,61.399999999999984,17,30,51,51,-1195.6000000000001,-0.2,-21873.499999999996,-2.1
80,Loren Woods,added Loren Woods to MIN,-2137.2,-0.1,2001-06-27 00:00:00,1,MIN,/players/w/woodslo01.html,53.0,draft,-2137.2,-0.1,0.0,0.0,False,-2137.2,-0.1,94006.39999999992,64.7,4,3,46,46,-6070.0,-0.3,-8064.0,-0.5
