,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
30,Shaedon Sharpe,added Shaedon Sharpe to POR,0.0,0.0,2022-06-23 00:00:00,1,POR,/players/s/sharpsh01.html,15.0,draft,-11988.699999999999,-0.5,0.0,0.0,False,0.0,0.0,-40360.600000000006,-16.4,-34,-44,7,7,-11707.0,-0.4,2933.6000000000004,2.6
32,Jabari Walker,added Jabari Walker to POR,0.0,0.0,2022-06-23 00:00:00,1,POR,/players/w/walkeja01.html,15.0,draft,-10231.9,-1.0,0.0,0.0,False,0.0,0.0,-40360.600000000006,-16.4,7,10,57,57,-10124.4,-1.0,-18212.1,-2.1
70,Scoot Henderson,added Scoot Henderson to POR,0.0,0.0,2023-06-22 00:00:00,1,POR,/players/h/hendesc01.html,40.0,draft,-14106.8,-1.8,0.0,0.0,False,0.0,0.0,-87055.5,-21.199999999999996,-53,-53,3,3,-14096.0,-1.8,4194.0,2.3
71,Kris Murray,added Kris Murray to POR,0.0,0.0,2023-06-22 00:00:00,1,POR,/players/m/murrakr01.html,40.0,draft,-7677.4,-0.8,0.0,0.0,False,0.0,0.0,-87055.5,-21.199999999999996,-25,-27,23,23,-8119.2,-0.8,-1164.4,0.0
72,Rayan Rupert,added Rayan Rupert to POR,0.0,0.0,2023-06-22 00:00:00,1,POR,/players/r/ruperra01.html,40.0,draft,-6357.5,-1.1,0.0,0.0,False,0.0,0.0,-87055.5,-21.199999999999996,-7,-5,43,43,-6448.700000000001,-1.1,-5221.5,-0.4
103,Donovan Clingan,added Donovan Clingan to POR,0.0,0.0,2024-06-26 00:00:00,1,POR,/players/c/clingdo01.html,62.0,draft,-763.1999999999999,0.5,0.0,0.0,False,0.0,0.0,-148269.19999999998,-29.699999999999992,4,-14,7,7,-397.2,0.6,0.0,0.2
106,Donovan Clingan,added Donovan Clingan to POR,0.0,0.0,2024-06-26 00:00:00,1,POR,/players/c/clingdo01.html,63.0,draft,-763.1999999999999,0.5,0.0,0.0,True,0.0,0.0,-148269.19999999998,-29.699999999999992,4,-14,7,7,-397.2,0.6,0.0,0.2
