,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
21,James Hardy,added James Hardy to UTA,-3713.3999999999996,1.0,1978-06-09 00:00:00,1,UTA,/players/h/hardyja01.html,10.0,draft,-3713.3999999999996,1.0,0.0,0.0,False,-3713.3999999999996,1.0,13749.6,-1.5,-9,-37,11,11,-6454.8,1.0,48.0,20.0
25,Duck Williams,added Duck Williams to UTA,-7176.0,-0.9,1978-06-09 00:00:00,1,UTA,/players/w/willidu01.html,10.0,draft,-7176.0,-0.9,0.0,0.0,False,-7176.0,-0.9,6573.6,-2.4,34,47,96,96,-7176.0,-0.9,,
28,Carl Kilpatrick,added Carl Kilpatrick to UTA,-27.0,0.0,1978-06-09 00:00:00,1,UTA,/players/k/kilpaca01.html,10.0,draft,-27.0,0.0,0.0,0.0,False,-27.0,0.0,6546.6,-2.4,123,147,158,158,-27.0,0.0,,
30,Rickey Williams,added Rickey Williams to UTA,-1557.0,-0.2,1978-06-09 00:00:00,1,UTA,/players/w/williri01.html,10.0,draft,-1557.0,-0.2,0.0,0.0,False,-1557.0,-0.2,4989.6,-2.6,142,161,190,190,-1557.0,-0.2,,
44,Bruce Kuczenski,added Bruce Kuczenski to BRK,-123.20000000000002,0.0,1983-06-28 00:00:00,1,BRK,/players/k/kuczebr01.html,17.0,draft,-123.20000000000002,0.0,0.0,0.0,False,-123.20000000000002,0.0,-8518.699999999999,-3.599999999999999,12,34,59,59,-714.0,-0.3,25.0,47.0
66,Jeff Turner,added Jeff Turner to BRK,-14020.900000000001,-2.0,1984-06-19 00:00:00,1,BRK,/players/t/turneje01.html,23.0,draft,-14020.900000000001,-2.0,0.0,0.0,False,-14020.900000000001,-2.0,-14368.999999999998,-2.4999999999999996,-41,-40,17,17,-50598.0,-7.2,57.0,58.0
81,Yvon Joseph,added Yvon Joseph to BRK,3.5,0.0,1985-06-18 00:00:00,1,BRK,/players/j/josepyv01.html,30.0,draft,3.5,0.0,0.0,0.0,False,3.5,0.0,-20235.699999999997,-2.099999999999999,4,20,36,36,3.5,0.0,16.0,32.0
100,Rony Seikaly,added Rony Seikaly to MIA,-24024.399999999998,1.0000000000000002,1988-06-28 00:00:00,1,MIA,/players/s/seikaro01.html,41.0,draft,-24024.399999999998,1.0000000000000002,0.0,0.0,False,-24024.399999999998,1.0000000000000002,-33281.99999999999,-3.3999999999999986,-16,-48,9,9,-40650.5,0.6,57.0,25.0
101,Kevin Edwards,added Kevin Edwards to MIA,-8780.800000000001,2.7,1988-06-28 00:00:00,1,MIA,/players/e/edwarke01.html,41.0,draft,-8780.800000000001,2.7,0.0,0.0,False,-8780.800000000001,2.7,-42062.799999999996,-0.6999999999999984,0,-25,20,20,-16865.2,3.3,45.0,20.0
102,Grant Long,added Grant Long to MIA,-3444.999999999999,6.5,1988-06-28 00:00:00,1,MIA,/players/l/longgr01.html,41.0,draft,-3444.999999999999,6.5,0.0,0.0,False,-3444.999999999999,6.5,-45507.799999999996,5.800000000000002,22,-13,33,33,-17108.399999999998,10.2,46.0,11.0
