,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
2,Travis Diener,added Travis Diener to ORL,307.8,0.4,2005-06-28 00:00:00,1,ORL,/players/d/dienetr01.html,0.0,draft,307.8,0.4,0.0,0.0,False,307.8,0.4,307.8,0.4,11,17,38,38,-1064.0,1.1,21.0,27.0
17,J.J. Redick,added J.J. Redick to ORL,5602.5,5.8,2006-06-28 00:00:00,1,ORL,/players/r/redicjj01.html,8.0,draft,5602.5,5.8,0.0,0.0,False,5602.5,5.8,12363.5,7.1000000000000005,4,3,11,11,14378.4,16.0,8.0,7.0
18,James Augustine,added James Augustine to ORL,-424.2,0.0,2006-06-28 00:00:00,1,ORL,/players/a/augusja01.html,8.0,draft,-424.2,0.0,0.0,0.0,False,-424.2,0.0,11939.3,7.1000000000000005,15,27,41,41,-421.20000000000005,0.0,14.0,25.5
35,Courtney Lee,added Courtney Lee to ORL,-193.9,0.9,2008-06-26 00:00:00,1,ORL,/players/l/leeco01.html,19.0,draft,-193.9,0.9,0.0,0.0,False,-193.9,0.9,28117.6,18.8,9,-13,22,22,-13162.8,7.9,35.0,13.0
59,Daniel Orton,added Daniel Orton to ORL,-561.0,0.0,2010-06-24 00:00:00,1,ORL,/players/o/ortonda01.html,34.0,draft,-561.0,0.0,0.0,0.0,False,-561.0,0.0,70200.09999999999,34.7,-9,0,29,29,-1897.0,-0.2,29.0,38.0
73,DeAndre Liggins,added DeAndre Liggins to ORL,-517.5,-0.1,2011-06-23 00:00:00,1,ORL,/players/l/liggide01.html,40.0,draft,-517.5,-0.1,0.0,0.0,False,-517.5,-0.1,56490.49999999999,33.3,15,24,53,53,-4195.400000000001,-0.1,29.0,37.5
