,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
1,Greg Oden,added Greg Oden to POR,311.5999999999999,1.0,2007-06-28 00:00:00,1,POR,/players/o/odengr01.html,0.0,draft,311.5999999999999,1.0,0.0,0.0,False,311.5999999999999,1.0,311.5999999999999,1.0,-22,-17,1,1,-811.2,0.8,-811.2,0.8
2,Josh McRoberts,added Josh McRoberts to POR,103.60000000000001,0.0,2007-06-28 00:00:00,1,POR,/players/m/mcrobjo01.html,0.0,draft,103.60000000000001,0.0,0.0,0.0,False,103.60000000000001,0.0,415.19999999999993,1.0,23,26,37,37,2481.2999999999997,4.7,2481.2999999999997,4.7
4,Taurean Green,added Taurean Green to POR,-343.2,-0.1,2007-06-28 00:00:00,1,POR,/players/g/greenta01.html,0.0,draft,-343.2,-0.1,0.0,0.0,False,-343.2,-0.1,71.99999999999994,0.9,22,36,52,52,-555.0,-0.1,-555.0,-0.1
46,Victor Claver,added Victor Claver to POR,-3836.4,-0.4,2009-06-25 00:00:00,1,POR,/players/c/clavevi01.html,16.0,draft,-3836.4,-0.4,0.0,0.0,False,-3836.4,-0.4,66806.6,22.799999999999997,-19,-3,22,22,-3859.2000000000003,-0.4,-3859.2000000000003,-0.4
47,Dante Cunningham,added Dante Cunningham to POR,-5150.6,-0.4,2009-06-25 00:00:00,1,POR,/players/c/cunnida01.html,16.0,draft,-5150.6,-0.4,0.0,0.0,False,-5150.6,-0.4,61656.00000000001,22.4,6,-17,33,33,-25287.5,1.1,-25287.5,1.1
49,Patty Mills,added Patty Mills to POR,-1562.1,0.0,2009-06-25 00:00:00,1,POR,/players/m/millspa02.html,16.0,draft,-1562.1,0.0,0.0,0.0,False,-1562.1,0.0,60093.90000000001,22.4,40,31,55,55,-3663.2000000000003,8.5,-3663.2000000000003,8.5
66,Elliot Williams,added Elliot Williams to POR,-14.9,0.1,2010-06-24 00:00:00,1,POR,/players/w/williel01.html,28.0,draft,-14.9,0.1,0.0,0.0,False,-14.9,0.1,69041.80000000002,29.199999999999996,-26,-16,22,22,-7203.000000000001,-1.1,-7203.000000000001,-1.1
67,Armon Johnson,added Armon Johnson to POR,-1388.1999999999998,-0.2,2010-06-24 00:00:00,1,POR,/players/j/johnsar02.html,28.0,draft,-1388.1999999999998,-0.2,0.0,0.0,False,-1388.1999999999998,-0.2,67653.60000000002,28.999999999999996,-4,8,34,34,-1644.1,-0.2,-1644.1,-0.2
72,T.J. Leaf,added T.J. Leaf to IND,0.0,0.0,2017-06-22 00:00:00,1,IND,/players/l/leaftj01.html,30.0,draft,-2112.3,0.1,0.0,0.0,False,0.0,0.0,66433.10000000002,28.299999999999997,-7,-12,18,18,-2228.4,0.1,-2228.4,0.1
73,Ike Anigbogu,added Ike Anigbogu to IND,0.0,0.0,2017-06-22 00:00:00,1,IND,/players/a/anigbik01.html,30.0,draft,-40.19999999999999,0.0,0.0,0.0,False,0.0,0.0,66433.10000000002,28.299999999999997,17,28,47,47,-39.6,0.0,-39.6,0.0
