,name,transaction,transaction_bpm,transaction_vorp,transaction_date,transaction_direction,team,href,transaction_id,transaction_type,draft_bpm,draft_vorp,trade_bpm,trade_vorp,did_bpm_replace_for_draft_transaction,actual_bpm,actual_vorp,running_bpm,running_vorp,draft_grade_vorp,draft_grade_bpm,draft_pick_vorp,draft_pick_bpm,total_bpm,total_vorp,expected_bpm,expected_vorp
15,Chris Welp,added Chris Welp to PHI,-4265.700000000001,-0.6,1987-06-22 00:00:00,1,PHI,/players/w/welpch01.html,9.0,draft,-4265.700000000001,-0.6,0.0,0.0,False,-4265.700000000001,-0.6,-46956.7,-19.0,-31,-24,16,16,-5865.0,-0.9,40,47
16,Vincent Askew,added Vincent Askew to PHI,-655.1999999999999,0.0,1987-06-22 00:00:00,1,PHI,/players/a/askewvi01.html,9.0,draft,-655.1999999999999,0.0,0.0,0.0,False,-655.1999999999999,0.0,-47611.899999999994,-19.0,23,24,39,39,0.0,4.7,14,15
48,Kenny Payne,added Kenny Payne to PHI,-5701.3,-0.9,1989-06-27 00:00:00,1,PHI,/players/p/payneke01.html,26.0,draft,-5701.3,-0.9,0.0,0.0,False,-5701.3,-0.9,-68850.79999999999,-9.299999999999997,-23,-15,19,19,-5718.3,-0.9,34,42
115,Calbert Cheaney,added Calbert Cheaney to WAS,-10270.5,-0.5,1993-06-30 00:00:00,1,WAS,/players/c/cheanca01.html,69.0,draft,-10270.5,-0.5,0.0,0.0,False,-10270.5,-0.5,-33961.90000000001,-2.799999999999998,-36,-37,6,6,-55017.5,-2.9,43,42
125,Juwan Howard,added Juwan Howard to WAS,-12990.8,1.1,1994-06-29 00:00:00,1,WAS,/players/h/howarju01.html,78.0,draft,-12990.8,1.1,0.0,0.0,False,-12990.8,1.1,-48222.3,-1.699999999999998,-10,-40,5,5,-58646.4,3.8,45,15
178,Evan Eschmeyer,added Evan Eschmeyer to BRK,-4766.1,-0.30000000000000004,1999-06-30 00:00:00,1,BRK,/players/e/eschmev01.html,111.0,draft,-4766.1,-0.30000000000000004,0.0,0.0,False,-4766.1,-0.30000000000000004,-18709.699999999993,7.600000000000003,-3,3,34,34,-6414.0,-0.5,31,37
205,Sebastian Telfair,added Sebastian Telfair to POR,-12441.8,-1.6,2004-06-24 00:00:00,1,POR,/players/t/telfase01.html,128.0,draft,-12441.8,-1.6,0.0,0.0,False,-12441.8,-1.6,-47168.600000000006,8.500000000000005,-33,-33,13,13,-41306.6,-4.2,46,46
206,Sergei Monia,added Sergei Monia to POR,-1780.8,-0.3,2004-06-24 00:00:00,1,POR,/players/m/moniase01.html,128.0,draft,-1780.8,-0.3,0.0,0.0,False,-1780.8,-0.3,-48949.40000000001,8.200000000000005,-9,2,23,23,-1817.8999999999999,-0.3,21,32
207,Ha Seung-Jin,added Ha Seung-Jin to POR,0.0,0.0,2004-06-24 00:00:00,1,POR,/players/s/seungha01.html,128.0,draft,-2774.0,-0.6,0.0,0.0,False,0.0,0.0,-48949.40000000001,8.200000000000005,11,21,46,46,-2780.8,-0.5,25,35
223,Martell Webster,added Martell Webster to POR,-6690.4,1.9,2005-06-28 00:00:00,1,POR,/players/w/webstma02.html,138.0,draft,-6690.4,1.9,0.0,0.0,False,-6690.4,1.9,-121675.99999999999,-7.0999999999999925,-16,-36,6,6,-11131.2,4.3,42,22
